sku;descripcion;descripcion2;long_desc;img_ambiente;img;Cod_producto;Patas regulables (sí/no);Para uso interior (sí/no);Densidad de la espuma del respaldo;Plegable (sí/no);Acabado de las patas;Material de las patas;Reclinable (sí/no);Material del relleno del asiento;Número de plazas;País de origen;Para uso bajo cubierto (sí/no);Para uso exterior (sí/no);Materiales;Asiento acolchado (sí/no);Construcción de la estructura;Acabado principal;Tipo y especificación del tejido;Composición del tejido;Material del relleno;Densidad de la espuma;Forma del producto;Material principal;Color principal;Temporada;Año de publicación;Fabricado con materiales reciclados (sí/no);Fabricado con materiales naturales (sí/no);Colores;Temporada de compra;Tipo de silla;Color de la pata;Tapizado (sí/no);Color del tapizado;Tapizado abotonado (sí/no);Material principal de las patas;Tipo de tapizado del respaldo;Material principal del reposabrazos;Estilo principal;Tipo de base/pata;Estancias;Porcentaje de materiales reciclados;Porcentaje de materiales naturales;Resistencia a la formación de bolitas;Solidez del color a la luz;Código de muestra de color
011116 TR140;ILMA Goma contra Westriver 140;;ILS Goma contra Westriver 140;;http://intranet.juliagrup.com/GestionDocumental/Documents/011116 TR140/011116 TR140·3A.jpg;011116 TR140;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011316 090;ILMA Cabecero espuma cama Lydia 90cm; 90cm;ILS Cabecero espuma cama Lydia 90cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011316 090/011316 090·3A.jpg;011316 090;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011316 150;ILMA Cabecero espuma cama Lydia 150cm; 150cm;ILS Cabecero espuma cama Lydia 150cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011316 150/011316 150·3A.jpg;011316 150;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011316 160;ILMA Cabecero espuma cama Lydia 160cm; 160cm;ILS Cabecero espuma cama Lydia 160cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011316 160/011316 160·3A.jpg;011316 160;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011416 090;ILMA Base espuma cama Lydia 90x190cm;190cm;ILS Base espuma cama Lydia 90x190cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011416 090/011416 090·3A.jpg;011416 090;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011416 140190;ILMA Base espuma cama Lydia 140x190cm;x190cm;ILS Base espuma cama Lydia 140x190cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011416 140190/011416 140190·3A.jpg;011416 140190;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011416 160200;ILMA Base espuma cama Lydia 160x200cm;x200cm;ILS Base espuma cama Lydia 160x200cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011416 160200/011416 160200·3A.jpg;011416 160200;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011416 LAR190;ILMA Larguero espuma cama Lydia 190cm; 190cm;ILS Larguero espuma cama Lydia 190cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/011416 LAR190/011416 LAR190·3A.jpg;011416 LAR190;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011516 BR;ILMA Espuma brazo Big fijo;;ILS Espuma brazo Big fijo;;http://intranet.juliagrup.com/GestionDocumental/Documents/011516 BR/011516 BR·3A.jpg;011516 BR;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011516 BS;ILMA Espuma base Big fijo 2P 140;0;ILS Espuma base Big fijo 2P 140;;http://intranet.juliagrup.com/GestionDocumental/Documents/011516 BS/011516 BS·3A.jpg;011516 BS;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011516 ST3P;ILMA Espuma asiento Big fijo 3P 160 - 30kg; 160 - 30kg;ILS Espuma asiento Big fijo 3P 160 - 30kg;;http://intranet.juliagrup.com/GestionDocumental/Documents/011516 ST3P/011516 ST3P·3A.jpg;011516 ST3P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11520;ILMA Pieza goma 60kg 198x30x2,5;;ILS Pieza goma 60kg 198x30x2,5;;http://intranet.juliagrup.com/GestionDocumental/Documents/011520/011520·3A.jpg;11520;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011616 BSDV;ILMA Espuma base chaise longue Singapur;Singapur;ILS Espuma base chaise longue Singapur;;http://intranet.juliagrup.com/GestionDocumental/Documents/011616 BSDV/011616 BSDV·3A.jpg;011616 BSDV;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011616 ST80;ILMA Espuma asiento deslizante Singapur;Singapur;ILS Espuma asiento deslizante Singapur;;http://intranet.juliagrup.com/GestionDocumental/Documents/011616 ST80/011616 ST80·3A.jpg;011616 ST80;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011616 STDV;ILMA Espuma asiento chaise longue Singapur;ue Singapur;ILS Espuma asiento chaise longue Singapur;;http://intranet.juliagrup.com/GestionDocumental/Documents/011616 STDV/011616 STDV·3A.jpg;011616 STDV;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11620;ILMA Colchón moisés acolchado;;ILS Colchón moisés acolchado;;http://intranet.juliagrup.com/GestionDocumental/Documents/011620/011620·3A.jpg;11620;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011715 BR10;ILMA Espuma brazo 8 Habana Ud;;ILS Espuma brazo 8 Habana Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/011715 BR10/011715 BR10·3A.jpg;011715 BR10;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011715 RP120;ILMA Respaldo goma Habana 120 Ud;d;ILS Respaldo goma Habana 120 Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/011715 RP120/011715 RP120·3A.jpg;011715 RP120;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011715 RP140;ILMA Respaldo fibra Habana 140 Ud;Ud;ILS Respaldo fibra Habana 140 Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/011715 RP140/011715 RP140·3A.jpg;011715 RP140;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011715 ST120;ILMA Espuma asiento Habana 120 Ud;Ud;ILS Espuma asiento Habana 120 Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/011715 ST120/011715 ST120·3A.jpg;011715 ST120;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011815 BR10;ILMA Espuma + guata Brazo 10 Komodo;modo;ILS Espuma + guata Brazo 10 Komodo;;http://intranet.juliagrup.com/GestionDocumental/Documents/011815 BR10/011815 BR10·3A.jpg;011815 BR10;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011815 BRBG;ILMA Espuma + guata brazo Big sofá cama Ud;ofá cama Ud;ILS Espuma + guata brazo Big sofá cama Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/011815 BRBG/011815 BRBG·3A.jpg;011815 BRBG;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011915 ST140D;ILMA Espuma asiento dcho 140 Komodo;modo;ILS Espuma asiento dcho 140 Komodo;;http://intranet.juliagrup.com/GestionDocumental/Documents/011915 ST140D/011915 ST140D·3A.jpg;011915 ST140D;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011915 ST140I;ILMA Espuma asiento izqdo 140 Komodo;omodo;ILS Espuma asiento izqdo 140 Komodo;;http://intranet.juliagrup.com/GestionDocumental/Documents/011915 ST140I/011915 ST140I·3A.jpg;011915 ST140I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011915 ST160I;ILMA Espuma asiento izqdo 160 Komodo;omodo;ILS Espuma asiento izqdo 160 Komodo;;http://intranet.juliagrup.com/GestionDocumental/Documents/011915 ST160I/011915 ST160I·3A.jpg;011915 ST160I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011916 RP;ILMA Respaldo sofá Vinny (lido);;ILS Respaldo sofá Vinny (lido);;http://intranet.juliagrup.com/GestionDocumental/Documents/011916 RP/011916 RP·3A.jpg;011916 RP;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011916 RP VN;ILMA Respaldo sofá Vinny vintage;e;ILS Respaldo sofá Vinny vintage;;http://intranet.juliagrup.com/GestionDocumental/Documents/011916 RP VN/011916 RP VN·3A.jpg;011916 RP VN;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
011916 STI VN;ILMA Espuma asiento izqdo sofá Vinny vintage;Vinny vintage;ILS Espuma asiento izqdo sofá Vinny vintage;;http://intranet.juliagrup.com/GestionDocumental/Documents/011916 STI VN/011916 STI VN·3A.jpg;011916 STI VN;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11920;ILMA Colchón moisés acolchado 20kg suave 75x30;0kg suave 75x30;ILS Colchón moisés acolchado 20kg suave 75x30;;http://intranet.juliagrup.com/GestionDocumental/Documents/011920/011920·3A.jpg;11920;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0120011202 20;ILMA Plancha 20kg media 200x112 2cm; 2cm;ILS Plancha 20kg media 200x112 2cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/0120011202 20/0120011202 20·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0120011203 20D;ILMA Plancha 20kg dura 200x112 3cm;3cm;ILS Plancha 20kg dura 200x112 3cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/0120011203 20D/0120011203 20D·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0120011220 28M;ILMA Plancha 28kg media 200x112 20cm; 20cm;ILS Plancha 28kg media 200x112 20cm;;http://intranet.juliagrup.com/GestionDocumental/Documents/0120011220 28M/0120011220 28M·3A.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012015 ST140I;ILMA Espuma asiento izquierdo 140 Queen;40 Queen;ILS Espuma asiento izquierdo 140 Queen;;http://intranet.juliagrup.com/GestionDocumental/Documents/012015 ST140I/012015 ST140I·3A.jpg;012015 ST140I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012015 ST160D;ILMA Espuma asiento dcho 160 Queen;een;ILS Espuma asiento dcho 160 Queen;;http://intranet.juliagrup.com/GestionDocumental/Documents/012015 ST160D/012015 ST160D·3A.jpg;012015 ST160D;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012015 ST160I;ILMA Espuma asiento izquierdo 160 Queen;60 Queen;ILS Espuma asiento izquierdo 160 Queen;;http://intranet.juliagrup.com/GestionDocumental/Documents/012015 ST160I/012015 ST160I·3A.jpg;012015 ST160I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012016 CH;Espuma asiento chaise longue sofá Guy;;Espuma asiento chaise longue sofá Guy;;http://intranet.juliagrup.com/GestionDocumental/Documents/012016 CH/012016 CH·3A.jpg;012016 CH;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012215 CA140D;ILMA Espuma cabezal abat. Status/Queen 140cm Dcho Ud;s/Queen 140cm Dcho Ud;ILS Espuma cabezal abat. Status/Queen 140cm Dcho Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012215 CA140D/012215 CA140D·3A.jpg;012215 CA140D;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012215 CA140I;ILMA Espuma cabezal abat Status/Queen 140cm Izqdo Ud;/Queen 140cm Izqdo Ud;ILS Espuma cabezal abat Status/Queen 140cm Izqdo Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012215 CA140I/012215 CA140I·3A.jpg;012215 CA140I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012215 RI140;ILMA Riñonera fibra Status-Queen-Singapur 140cm Ud;n-Singapur 140cm Ud;ILS Riñonera fibra Status-Queen-Singapur 140cm Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012215 RI140/012215 RI140·3A.jpg;012215 RI140;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012215 RI160;ILMA Riñonera fibra Status-Queen 160cm Ud;n 160cm Ud;ILS Riñonera fibra Status-Queen 160cm Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012215 RI160/012215 RI160·3A.jpg;012215 RI160;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012215 ST160;ILMA Asiento Status 160cm Ud;;ILS Asiento Status 160cm Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012215 ST160/012215 ST160·3A.jpg;012215 ST160;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012315 RI160;ILMA Espuma riñonera Big 160 Ud;;ILS Espuma riñonera Big 160 Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012315 RI160/012315 RI160·3A.jpg;012315 RI160;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012315 RL;ILMA Rulo Big Ud;;ILS Rulo Big Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012315 RL/012315 RL·3A.jpg;012315 RL;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
012315 RP160;ILMA Respaldo Big/Komodo 160 Fibra 100% Ud;bra 100% Ud;ILS Respaldo Big/Komodo 160 Fibra 100% Ud;;http://intranet.juliagrup.com/GestionDocumental/Documents/012315 RP160/012315 RP160·3A.jpg;012315 RP160;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12418;ILMA Espumas Y021-ge001+ge002+ge003;e003;ILS Espumas Y021-ge001+ge002+ge003;;http://intranet.juliagrup.com/GestionDocumental/Documents/012418/012418·3A.jpg;12418;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S793_AT65;GILMA Conjunto espumas asiento M2PM S793 Gilma; M2PM S793 Gilma;GILMA Conjunto espumas asiento M2PM S793 Gilma;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S793_AT65/01_S793_AT65·3A.jpg;01_S793_AT65;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S793_AT75;ILMA Conjunto espumas asiento M2PL S793 Gilma;2PL S793 Gilma;ILS Conjunto espumas asiento M2PL S793 Gilma;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S793_AT75/01_S793_AT75·3A.jpg;01_S793_AT75;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S793_RS130;GILMA Conjunto espumas base 130 S793 Gilma;0 S793 Gilma;GILMA Conjunto espumas base 130 S793 Gilma;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S793_RS130/01_S793_RS130·3A.jpg;01_S793_RS130;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S793_RSC;ILMA Conjunto espumas respaldo chaise S793 Gilma;chaise S793 Gilma;ILS Conjunto espumas respaldo chaise S793 Gilma;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S793_RSC/01_S793_RSC·3A.jpg;01_S793_RSC;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S799_COL;ILMA Colchón 1 S799 Sofá Nido;;ILS Colchón 1 S799 Sofá Nido;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S799_COL/01_S799_COL·3A.jpg;01_S799_COL;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S799_RS;ILMA Conjunto espumas respaldo S799 Sofá Nido;S799 Sofá Nido;ILS Conjunto espumas respaldo S799 Sofá Nido;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S799_RS/01_S799_RS·3A.jpg;01_S799_RS;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_AT_CH_IZ;SINGA Espuma asiento Chaise izquierda S800 New Singa  ;quierda S800 New Singa  ;SINGA Espuma asiento Chaise izquierda S800 New Singa  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_AT_CH_IZ/01_S800_AT_CH_IZ·3A.jpg;01_S800_AT_CH_IZ;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_AT_CTR;SINGA Espuma asiento central S800 New Singa  ;800 New Singa  ;SINGA Espuma asiento central S800 New Singa  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_AT_CTR/01_S800_AT_CTR·3A.jpg;01_S800_AT_CTR;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_AT_DR;SINGA Espuma asiento derecho S800 New Singa  ;800 New Singa  ;SINGA Espuma asiento derecho S800 New Singa  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_AT_DR/01_S800_AT_DR·3A.jpg;01_S800_AT_DR;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_BRC_DR;SINGA Espuma base reposacabeza derecho S800 New Singa  ; derecho S800 New Singa  ;SINGA Espuma base reposacabeza derecho S800 New Singa  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_BRC_DR/01_S800_BRC_DR·3A.jpg;01_S800_BRC_DR;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_BS;SINGA Cj Guata base 3PL S800 New Singa  ;ew Singa  ;SINGA Cj Guata base 3PL S800 New Singa  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_BS/01_S800_BS·3A.jpg;01_S800_BS;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_CHD;SINGA Espuma base CH Derecha S800 New Singa   ;800 New Singa   ;SINGA Espuma base CH Derecha S800 New Singa   ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_CHD/01_S800_CHD·3A.jpg;01_S800_CHD;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S800_CHI;SINGA Espuma base CH Izquierda S800 New Singa  ; S800 New Singa  ;SINGA Espuma base CH Izquierda S800 New Singa  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S800_CHI/01_S800_CHI·3A.jpg;01_S800_CHI;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AAT2P;GALENE Cj espumas asiento 2PL S801 Galene  ;S801 Galene  ;GALENE Cj espumas asiento 2PL S801 Galene  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AAT2P/01_S801_AAT2P·3A.jpg;01_S801_AAT2P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AAT3P;GALENE Cj espumas asiento 3PL S801 Galene  ;S801 Galene  ;GALENE Cj espumas asiento 3PL S801 Galene  ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AAT3P/01_S801_AAT3P·3A.jpg;01_S801_AAT3P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AATCH080I;GALENE Cj espumas asiento CHI80 S801 Galene ;0 S801 Galene ;GALENE Cj espumas asiento CHI80 S801 Galene ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AATCH080I/01_S801_AATCH080I·3A.jpg;01_S801_AATCH080I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AATCH100I;GALENE Cj espumas asiento CHI100 S801 Galene ;00 S801 Galene ;GALENE Cj espumas asiento CHI100 S801 Galene ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AATCH100I/01_S801_AATCH100I·3A.jpg;01_S801_AATCH100I;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_ARS2P;ILMA Cojin Respaldo 2P S801 Galene;ene;ILS Cojin Respaldo 2P S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_ARS2P/01_S801_ARS2P·3A.jpg;01_S801_ARS2P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_ARSRCD;ILMA Cojin Respaldo Rinconero D S801 Galene; S801 Galene;ILS Cojin Respaldo Rinconero D S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_ARSRCD/01_S801_ARSRCD·3A.jpg;01_S801_ARSRCD;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AT174;ILMA Guata base sofa 174cm 2p S801 Galene;801 Galene;ILS Guata base sofa 174cm 2p S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AT174/01_S801_AT174·3A.jpg;01_S801_AT174;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AT207;ILMA Guata base sofa 207cm 3PL S801 Galene;S801 Galene;ILS Guata base sofa 207cm 3PL S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AT207/01_S801_AT207·3A.jpg;01_S801_AT207;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_AT214;ILMA Guata base sofa 214cm 3PL S801 Galene;S801 Galene;ILS Guata base sofa 214cm 3PL S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_AT214/01_S801_AT214·3A.jpg;01_S801_AT214;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_ATCH080;ILMA Guata base Chaise 80 S801 Galene;Galene;ILS Guata base Chaise 80 S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_ATCH080/01_S801_ATCH080·3A.jpg;01_S801_ATCH080;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_ATRC;ILMA Guata base Rinconero S801 Galene;Galene;ILS Guata base Rinconero S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_ATRC/01_S801_ATRC·3A.jpg;01_S801_ATRC;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_BRD;ILMA Cj espumas brazo der S801 Galene;Galene;ILS Cj espumas brazo der S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_BRD/01_S801_BRD·3A.jpg;01_S801_BRD;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_RS1P;ILMA Cj espumas respaldo 1PL S801 Galene;01 Galene;ILS Cj espumas respaldo 1PL S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_RS1P/01_S801_RS1P·3A.jpg;01_S801_RS1P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S801_RS2P;ILMA Cj espumas respaldo 2PL S801 Galene;01 Galene;ILS Cj espumas respaldo 2PL S801 Galene;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S801_RS2P/01_S801_RS2P·3A.jpg;01_S801_RS2P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S804_EST180;TANIT Espuma guata Cabecero 180 S804;0 S804;TANIT Espuma guata Cabecero 180 S804;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S804_EST180/01_S804_EST180·3A.jpg;01_S804_EST180;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_ATCHD80;MIHAELA Cj espumas asiento Chaise Dcha S806 ;ise Dcha S806 ;MIHAELA Cj espumas asiento Chaise Dcha S806 ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_ATCHD80/01_S805_ATCHD80·3A.jpg;01_S805_ATCHD80;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_ATCHI80;MIHAELA Cj espumas asiento Chaise Izqa S806;ise Izqa S806;MIHAELA Cj espumas asiento Chaise Izqa S806;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_ATCHI80/01_S805_ATCHI80·3A.jpg;01_S805_ATCHI80;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_ATCTL80;MIHAELA Cj espumas asiento central 80cm S806 ;tral 80cm S806 ;MIHAELA Cj espumas asiento central 80cm S806 ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_ATCTL80/01_S805_ATCTL80·3A.jpg;01_S805_ATCTL80;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_ATD60;MIHAELA Cj espumas asiento derecho 60cm S806 ;echo 60cm S806 ;MIHAELA Cj espumas asiento derecho 60cm S806 ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_ATD60/01_S805_ATD60·3A.jpg;01_S805_ATD60;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_ATI60;MIHAELA Cj espumas asiento izquierdo 60cm S804 ;uierdo 60cm S804 ;MIHAELA Cj espumas asiento izquierdo 60cm S804 ;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_ATI60/01_S805_ATI60·3A.jpg;01_S805_ATI60;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_CH;MIHAELA Cj espumas+guata estructura Chaise Dch/Izq S806;ctura Chaise Dch/Izq S806;MIHAELA Cj espumas+guata estructura Chaise Dch/Izq S806;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_CH/01_S805_CH·3A.jpg;01_S805_CH;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01_S805_M2P;MIHAELA Cj espumas+guata estructura 2PL Izq/Dcha S806;ctura 2PL Izq/Dcha S806;MIHAELA Cj espumas+guata estructura 2PL Izq/Dcha S806;;http://intranet.juliagrup.com/GestionDocumental/Documents/01_S805_M2P/01_S805_M2P·3A.jpg;01_S805_M2P;;;;;;;;;;ES ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
